consensusTime,searchTime,onChainTime,seqId,roundId,comId
2.626230198s,1.136001731s,7m57.874420043s,775,0,2
2.768690914s,1.227847335s,2m38.93518132s,4987,0,2
2.871950697s,1.393574144s,2m35.92169879s,5007,0,2
2.809519154s,1.489311693s,1m26.191099963s,5931,0,2
2.247420299s,1.109075554s,6m51.611546108s,1643,0,2
2.701562859s,1.095938691s,8m47.270978305s,135,0,2
2.661524085s,1.134979693s,5m56.535162888s,2367,0,2
2.463524744s,1.084382285s,25.3081336s,6747,0,2
2.492407009s,1.103712674s,5m50.437904563s,2459,0,2
2.390405382s,1.185194428s,6m48.617377797s,1699,0,2
2.669572449s,1.215748489s,7m33.826214316s,1095,0,2
2.463222951s,1.107666721s,8m13.160102429s,571,0,2
2.705689685s,1.024790709s,37.494633386s,6563,0,2
3.227739779s,1.469703696s,1m1.222793207s,6247,0,2
2.6449105s,1.421047485s,40.600178206s,6539,0,2
2.549439218s,1.148064333s,7m18.680314287s,1307,0,2
2.696018249s,1.327005413s,7m2.894525889s,1487,0,2
2.765925591s,1.102533403s,58.4572237s,6299,0,2
2.519767917s,1.466977639s,3m2.971185577s,4679,0,2
2.944414258s,1.147258067s,7m51.530540232s,871,0,2
2.260792431s,1.041382649s,5m50.667167813s,2467,0,2
2.547176898s,1.333224089s,3m15.47646442s,4503,0,2
2.585861181s,1.233618095s,4m31.682094448s,3495,0,2
2.948046824s,1.438554617s,5m35.10911236s,2671,0,2
2.965081242s,1.269724984s,4m19.225003525s,3663,0,2
2.360884544s,1.223434483s,5m53.721173489s,2407,0,2
2.392224797s,1.121345382s,6m18.242587042s,2095,0,2
2.813869495s,1.126923975s,6m36.017144503s,1859,0,2
2.967538355s,1.283854147s,4m6.874241829s,3819,0,2
2.319444047s,1.023909227s,55.925933377s,6355,0,2
2.697220605s,1.068486812s,2m5.819859023s,5411,0,2
2.562117461s,1.489354482s,7m0.218115844s,1555,0,2
3.010362926s,1.465391416s,6m29.775010355s,1931,0,2
2.652618762s,1.32934659s,8m9.789018282s,623,0,2
2.395145169s,1.229276323s,3m49.135199048s,4063,0,2
2.706661996s,1.062445564s,6m30.078629581s,1943,0,2
3.099029233s,1.474003605s,7m33.3978601s,1099,0,2
2.70904933s,1.368715017s,52.405028499s,6395,0,2
3.065147628s,1.278665968s,2m50.622189843s,4819,0,2
3.042574087s,1.329189214s,1m53.383039631s,5579,0,2
2.871900756s,1.159740845s,2m2.56269659s,5443,0,2
2.454365388s,1.053472512s,5m35.603246762s,2667,0,2
3.076834738s,1.348241244s,6m11.643990724s,2175,0,2
2.6274393s,1.157950825s,4m25.443823205s,3567,0,2
2.729955947s,1.480728492s,2m41.984852554s,4943,0,2
3.126267146s,1.362515098s,5m1.742117552s,3083,0,2
2.640742111s,1.464005529s,3m33.864463081s,4267,0,2
2.50473048s,1.19003621s,7m49.025833701s,883,0,2
2.799550546s,1.104643902s,7m9.189931111s,1407,0,2
2.723600888s,1.410913404s,5m17.282480144s,2907,0,2
2.43650386s,1.246198441s,4m1.022359102s,3883,0,2
2.859107498s,1.278037419s,8m6.658847306s,647,0,2
2.660967455s,1.323018299s,5m44.193407761s,2539,0,2
2.159392797s,1.015099615s,5m8.758196776s,3015,0,2
3.026269991s,1.448850827s,4m13.03638685s,3747,0,2
2.540072874s,1.014550691s,3m9.265223954s,4591,0,2
2.870604568s,1.370202108s,3.732831236s,7007,0,2
2.75670944s,1.0950296s,4m7.088071886s,3827,0,2
2.814244647s,1.388679773s,5m23.044145449s,2823,0,2
2.429232194s,1.297335006s,1m57.012645685s,5547,0,2
2.668631575s,1.183393493s,2m9.006066352s,5387,0,2
2.662231255s,1.184307523s,5m50.266549887s,2479,0,2
2.425728409s,1.012261374s,6m24.226603819s,2031,0,2
2.545844522s,1.267508476s,6m15.338369721s,2127,0,2
2.465202634s,1.441021159s,6m51.390743716s,1679,0,2
2.823167999s,1.475002291s,6m8.733955674s,2207,0,2
2.940673936s,1.452854801s,3m8.862468293s,4587,0,2
2.163880785s,1.115088585s,5m8.760538931s,3007,0,2
3.042791159s,1.218099858s,5m53.049121206s,2435,0,2
2.415805187s,1.348308563s,2m47.994443962s,4843,0,2
2.645733271s,1.253093299s,49.490327927s,6423,0,2
2.496355216s,1.042762636s,7m9.499512206s,1439,0,2
2.639744583s,1.2498855s,43.540048402s,6511,0,2
2.485444492s,1.358062683s,4m44.25156465s,3323,0,2
2.331113066s,1.165226228s,3m9.480805505s,4595,0,2
2.670644472s,1.46985436s,4m13.39860532s,3743,0,2
2.634133531s,1.195656405s,2m24.237639139s,5179,0,2
2.718798144s,1.02203795s,8m9.731641075s,611,0,2
2.481648695s,1.21306532s,5m29.54955807s,2727,0,2
2.633276077s,1.035121188s,5m32.385465975s,2707,0,2
2.360365952s,1.027593058s,7m49.179205385s,895,0,2
2.991582294s,1.274387691s,6m20.641434604s,2043,0,2
2.930371475s,1.446021041s,6m26.843688768s,1987,0,2
2.134030421s,1.04798227s,5m44.721661545s,2523,0,2
2.483791905s,1.06669654s,5m53.601737885s,2411,0,2
2.370023823s,1.103867269s,6m12.353687895s,2179,0,2
2.263673218s,1.021017828s,8m16.570358607s,543,0,2
3.035916151s,1.46328575s,8m53.276383602s,51,0,2
2.564240601s,1.056594847s,8m16.266547972s,539,0,2
2.235042535s,1.115285875s,49.892504843s,6407,0,2
2.252766858s,1.061051956s,2m18.757488233s,5271,0,2
2.547038956s,1.103092006s,12.994474491s,6903,0,2
2.987589448s,1.36234334s,5m32.022992276s,2711,0,2
2.696955416s,1.347051093s,3m42.799889583s,4147,0,2
2.467671014s,1.397596675s,34.760425046s,6619,0,2
2.797728869s,1.433315206s,1m23.053938357s,5967,0,2
2.558212567s,1.274746391s,2m36.232873978s,5031,0,2
2.43060457s,1.166002073s,7m46.080620002s,923,0,2
2.804877067s,1.091081829s,5m26.121983556s,2783,0,2
2.367362338s,1.154562616s,2m42.348480139s,4935,0,2
2.506841984s,1.186052073s,7m9.480726917s,1427,0,2
2.813974581s,1.253776708s,5m56.379823503s,2383,0,2
2.47568955s,1.222392118s,8m9.968580627s,619,0,2
2.507972278s,1.230821193s,1.105474933s,7055,0,2
3.105332596s,1.457122861s,7m45.415574242s,939,0,2
2.750986403s,1.168710779s,3m9.055815536s,4563,0,2
2.669385308s,1.043329008s,8m31.44376683s,327,0,2
2.514747435s,1.136816395s,2m21.484426854s,5235,0,2
2.226442873s,1.086665779s,7m28.33535243s,1183,0,2
2.920836162s,1.426051783s,2m18.091613798s,5247,0,2
2.71556304s,1.078143788s,6m23.946849351s,2023,0,2
3.015135671s,1.265795554s,21.655199558s,6791,0,2
2.443805213s,1.209324002s,2m24.418120481s,5171,0,2
2.149819787s,1.119278184s,8m22.801569339s,455,0,2
2.928664419s,1.357682978s,4m28.374284434s,3551,0,2
2.617206573s,1.385217482s,8m19.295375747s,507,0,2
2.620301632s,1.433902392s,5m50.318451029s,2455,0,2
2.679384476s,1.433838771s,7m36.729694136s,1059,0,2
2.482991881s,1.121792691s,7m46.037703032s,943,0,2
2.895098351s,1.495817742s,1m44.306657982s,5719,0,2
3.286280774s,1.402272514s,2m50.411284632s,4823,0,2
2.222092432s,1.047938031s,4m38.353202832s,3423,0,2
2.842272499s,1.393110282s,3m33.663923293s,4243,0,2
2.621134833s,1.233689255s,6m18.024352831s,2119,0,2
2.453698856s,1.129525299s,52.670490969s,6399,0,2
3.183456563s,1.411222159s,8m46.78860551s,155,0,2
2.564191178s,1.362417996s,4m59.188277616s,3123,0,2
2.926874901s,1.186391295s,7m42.482111427s,987,0,2
2.814611397s,1.418327006s,2m38.896075228s,4983,0,2
2.36550616s,1.241572638s,6m27.412223093s,1983,0,2
2.609373711s,1.289631203s,6m42.395265581s,1787,0,2
2.589021385s,1.16776889s,6m48.41869955s,1715,0,2
2.552846777s,1.436495333s,2m47.858215933s,4855,0,2
2.999228965s,1.485015875s,8m37.302417191s,243,0,2
2.721506157s,1.206084569s,2m32.955209318s,5079,0,2
2.355279073s,1.094698298s,6m57.393735232s,1587,0,2
2.965774953s,1.241551297s,3m27.092147891s,4335,0,2
2.563228713s,1.128296184s,6m45.528369826s,1739,0,2
2.580431786s,1.423380027s,3m33.935002844s,4255,0,2
2.78339562s,1.109132s,1m29.251136973s,5895,0,2
2.866553433s,1.163047054s,8m56.314715298s,3,0,2
2.558917763s,1.104756361s,1m26.448288568s,5943,0,2
2.621418219s,1.21087403s,8m31.485229661s,359,0,2
2.745534021s,1.204372216s,2m21.260688427s,5239,0,2
3.03788115s,1.491571432s,3m20.829075521s,4423,0,2
2.533348779s,1.013669296s,5m20.515312806s,2875,0,2
3.229285925s,1.42466487s,4m34.271477123s,3443,0,2
3.023427351s,1.431443796s,3m2.478280053s,4675,0,2
2.910221117s,1.487257956s,2m38.800069848s,4963,0,2
2.533892808s,1.395740539s,37.674033686s,6579,0,2
2.731203561s,1.002551104s,2m44.724719598s,4911,0,2
2.743726339s,1.381512023s,4m31.534373635s,3519,0,2
2.692560628s,1.145078772s,7m45.82749229s,927,0,2
2.531453675s,1.343259971s,3m21.342067805s,4431,0,2
2.946619833s,1.24495274s,6m23.714882107s,2027,0,2
2.626213176s,1.183913451s,6m18.018787938s,2103,0,2
2.693433918s,1.35503899s,6m51.171639534s,1671,0,2
2.801918782s,1.288071015s,3m18.033577829s,4479,0,2
2.473094292s,1.159405148s,1m5.021037327s,6211,0,2
2.913832318s,1.446222532s,6m53.918338385s,1615,0,2
2.452821365s,1.175071921s,7m9.543306703s,1403,0,2
2.474032813s,1.251805195s,2m18.544981713s,5275,0,2
2.738138426s,1.447195939s,7m51.746512507s,843,0,2
2.549363469s,1.073013714s,4m50.064619773s,3259,0,2
2.380611726s,1.153333834s,4m22.772438534s,3611,0,2
2.580194435s,1.310555669s,7m33.919399335s,1103,0,2
2.281791364s,1.151144679s,2m27.453762331s,5139,0,2
2.428320997s,1.31309782s,4m16.763131176s,3703,0,2
2.878350259s,1.319669888s,5m29.15529288s,2759,0,2
2.8759514s,1.126598157s,1m53.552287101s,5599,0,2
2.230434776s,1.069001277s,5m14.834447136s,2947,0,2
2.584571029s,1.0617301s,58.651036643s,6315,0,2
2.454139025s,1.315831551s,2m15.552806558s,5299,0,2
2.391852465s,1.134889264s,8m50.69090341s,115,0,2
3.11827394s,1.267742973s,7m5.594088565s,1463,0,2
3.131921611s,1.341870342s,55.125454786s,6351,0,2
2.531149764s,1.101141181s,7m42.876440277s,979,0,2
2.344637937s,1.018002258s,28.340389766s,6683,0,2
2.257409709s,1.102442358s,7m40.22318137s,1007,0,2
2.590006854s,1.375483207s,22.081258652s,6775,0,2
2.835414884s,1.208285259s,1m10.849974517s,6159,0,2
2.229173498s,1.06330929s,8m31.87580794s,339,0,2
2.51533908s,1.475029741s,8m37.794643382s,275,0,2
2.964865855s,1.472972764s,4m40.688158737s,3371,0,2
2.438668929s,1.26239428s,5m47.526304167s,2491,0,2
2.997751746s,1.343461983s,4m52.622451086s,3223,0,2
2.100044244s,1.058063017s,1m14.759319252s,6095,0,2
3.090156389s,1.479848016s,7m15.036160203s,1323,0,2
2.474020984s,1.401986345s,6m5.810240854s,2255,0,2
2.762986808s,1.267650571s,5m29.261194296s,2739,0,2
2.595092293s,1.354788642s,8m25.215478822s,415,0,2
2.64058781s,1.126974259s,2m51.047275911s,4835,0,2
2.178278642s,1.077548871s,2m36.6125231s,5019,0,2
2.557507554s,1.162977201s,4m44.181324545s,3331,0,2
2.781492826s,1.204839958s,3m18.044995648s,4475,0,2
2.671984004s,1.135036684s,8m22.279839441s,443,0,2
2.334651543s,1.046665241s,2m21.662114979s,5223,0,2
2.818645428s,1.420299445s,4m37.753081436s,3407,0,2
2.857314255s,1.27323419s,8m34.442470624s,319,0,2
3.111182706s,1.296792464s,7m21.256150042s,1251,0,2
2.817277214s,1.223457985s,3m51.716317199s,4011,0,2
2.653964912s,1.101515544s,8m34.656282831s,315,0,2
2.470198794s,1.249801317s,7m42.945620175s,971,0,2
2.680286213s,1.316829731s,7m42.726918497s,975,0,2
2.749615099s,1.316409119s,5m5.178339076s,3067,0,2
2.608320346s,1.223124149s,1.005181631s,7051,0,2
2.872854604s,1.370007103s,2m11.958846378s,5335,0,2
2.799278517s,1.367861492s,6m54.034019593s,1607,0,2
2.602534317s,1.362288717s,4m10.087017627s,3787,0,2
2.24812092s,1.050508165s,3m6.625692685s,4607,0,2
2.898306759s,1.475324484s,1m1.565209813s,6255,0,2
2.176915658s,1.007485452s,7m37.238763117s,1055,0,2
2.204702744s,1.027093349s,5m14.863766347s,2931,0,2
2.761085907s,1.371526421s,2m2.686662307s,5479,0,2
2.397054312s,1.070345587s,7m37.028101611s,1063,0,2
2.419806646s,1.301501565s,19.23163294s,6811,0,2
2.550362362s,1.306220043s,6m9.022591628s,2219,0,2
2.468781288s,1.321634064s,5m23.406609779s,2819,0,2
2.51665506s,1.392755104s,3m57.798581241s,3927,0,2
2.748149059s,1.451220754s,6m11.98592719s,2191,0,2
2.610210149s,1.20010694s,6m39.139262005s,1831,0,2
2.870093749s,1.039001308s,2m26.875837187s,5123,0,2
2.637580336s,1.221961487s,4m59.123614326s,3159,0,2
2.515772767s,1.32942546s,5m41.283867725s,2587,0,2
2.465128811s,1.062930865s,8m34.853407388s,311,0,2
2.876341431s,1.388269101s,1m29.17437795s,5903,0,2
2.483448771s,1.020622398s,1m32.445462162s,5879,0,2
2.536411839s,1.227592258s,1m1.934831977s,6259,0,2
2.506905692s,1.119189244s,2m0.07515541s,5511,0,2
2.703843942s,1.191924565s,4m28.608143504s,3527,0,2
2.840753807s,1.046667472s,8m19.087043597s,519,0,2
2.697957909s,1.045005136s,3m33.827446323s,4251,0,2
2.565031912s,1.151184386s,6m36.286551795s,1867,0,2
2.687789255s,1.164592618s,3m18.17941971s,4463,0,2
2.574770076s,1.183217111s,5m20.486436583s,2847,0,2
2.534113734s,1.213579341s,7m36.892496588s,1043,0,2
2.416146591s,1.152144547s,3m55.079313019s,3991,0,2
2.800502523s,1.083245676s,8m31.32261941s,323,0,2
2.475321117s,1.295290359s,6m15.429335267s,2123,0,2
3.003543556s,1.271485342s,4m0.473495844s,3903,0,2
2.513953788s,1.040325836s,3m18.332938851s,4471,0,2
2.64393132s,1.273597351s,1m53.802544412s,5575,0,2
2.346375126s,1.15797057s,2m42.389508447s,4947,0,2
3.038294976s,1.417838219s,7m12.027845384s,1399,0,2
2.359093882s,1.090118552s,3m27.709776833s,4347,0,2
2.974482267s,1.376467279s,2m59.514927715s,4711,0,2
2.449939272s,1.272316839s,6m33.24837573s,1907,0,2
3.164037386s,1.301206771s,6m11.577827455s,2167,0,2
2.247740033s,1.048008169s,5m20.811682115s,2855,0,2
2.535930973s,1.032036742s,5m41.265388428s,2563,0,2
3.014375208s,1.364395932s,2m41.722944637s,4931,0,2
3.134816502s,1.298772877s,3m11.825252155s,4531,0,2
2.677429555s,1.463341301s,2m53.822163064s,4791,0,2
2.568966084s,1.320411227s,6m18.106926951s,2091,0,2
2.477885303s,1.434051481s,55.808914351s,6335,0,2
2.277386274s,1.013819457s,3m24.663550769s,4383,0,2
2.73109335s,1.187523859s,46.42147163s,6451,0,2
2.190405131s,1.030039078s,35.077967149s,6623,0,2
2.737220603s,1.492929068s,25.073812515s,6731,0,2
2.252492134s,1.031838633s,6m57.514568108s,1571,0,2
2.585963164s,1.406891355s,5m38.459384102s,2635,0,2
2.833297769s,1.157734333s,3m36.578635374s,4219,0,2
2.558646453s,1.219129897s,1m32.372136419s,5851,0,2
2.58210357s,1.296810571s,6m5.72147409s,2251,0,2
3.067642124s,1.453857301s,8m18.862330461s,487,0,2
2.76781563s,1.296310914s,5m50.181517658s,2471,0,2
2.911978539s,1.463983369s,5m17.112845991s,2911,0,2
2.83266134s,1.260647762s,2m2.623513088s,5459,0,2
3.009215927s,1.338654355s,3m33.517807642s,4247,0,2
2.392087269s,1.097000832s,4.230524591s,7003,0,2
2.888727998s,1.346913607s,4m22.279798315s,3607,0,2
3.258146509s,1.344385063s,6m41.760110382s,1763,0,2
2.370949836s,1.200385391s,7m58.150151941s,771,0,2
2.838137823s,1.29719057s,2m26.922135542s,5127,0,2
2.645344182s,1.390049605s,2m30.281727319s,5087,0,2
2.544895556s,1.110460612s,7m6.188464809s,1479,0,2
2.573254958s,1.218891812s,3m39.822194554s,4171,0,2
2.336045615s,1.285001962s,3m40.05935975s,4167,0,2
2.844139701s,1.279744552s,5m35.237085459s,2679,0,2
2.977943174s,1.417127575s,58.272767268s,6319,0,2
2.961195328s,1.381213392s,1m20.086735566s,6027,0,2
2.641639655s,1.332531489s,6m57.127949204s,1579,0,2
2.587602432s,1.281070508s,6m24.091089769s,2011,0,2
2.528524433s,1.276439187s,2m59.962734043s,4719,0,2
2.594626949s,1.429261702s,3m9.231073694s,4579,0,2
3.146898185s,1.349960839s,2m11.698936957s,5355,0,2
2.100591739s,1.004835647s,6m21.573033753s,2067,0,2
2.478577334s,1.140129511s,6m18.179109155s,2099,0,2
2.70316338s,1.3331196s,4m19.50998191s,3651,0,2
2.99347949s,1.387042327s,3m23.95312834s,4379,0,2
2.759034094s,1.178699201s,3m57.559938866s,3943,0,2
2.582067289s,1.447158829s,8m28.267996376s,363,0,2
2.39224141s,1.293918609s,3m55.107925263s,3967,0,2
2.735269955s,1.164111261s,6m15.171830562s,2131,0,2
2.949369461s,1.319734695s,31.1502739s,6647,0,2
2.270507558s,1.008839355s,5m29.77735495s,2731,0,2
2.49502128s,1.376717291s,2m2.962986723s,5475,0,2
2.306166049s,1.175233366s,8m38.015818566s,259,0,2
2.54720447s,1.258621493s,5m56.670817647s,2363,0,2
2.835410688s,1.4252593s,4m9.865177292s,3791,0,2
2.355889341s,1.085136141s,40.915618317s,6555,0,2
2.529620923s,1.088373764s,1m23.344570816s,5963,0,2
2.820686109s,1.343002138s,2m5.723254701s,5415,0,2
2.216578113s,1.128815394s,2m54.265800104s,4795,0,2
2.674459733s,1.371278886s,2m12.170030304s,5343,0,2
2.631222934s,1.390169533s,2m36.185186809s,5003,0,2
2.511401476s,1.140689253s,16.111305788s,6851,0,2
2.294742614s,1.195731597s,4m22.872951484s,3619,0,2
2.722576363s,1.404289188s,5m29.325861377s,2747,0,2
2.66469721s,1.417112959s,7m48.889638494s,899,0,2
3.063261756s,1.428100315s,7m45.470600799s,935,0,2
2.333087481s,1.111052278s,3m30.930541563s,4319,0,2
2.781804158s,1.200438476s,5m59.354773723s,2323,0,2
2.965126438s,1.393252426s,8m37.402318926s,271,0,2
2.290135419s,1.001516421s,4m50.348050444s,3251,0,2
2.809072439s,1.348525917s,3m21.066972203s,4439,0,2
2.449951738s,1.075664955s,8m13.20110167s,599,0,2
3.110782254s,1.291751279s,24.728574021s,6759,0,2
2.558379832s,1.239481493s,55.756384967s,6347,0,2
2.474394285s,1.368862492s,6m51.449865807s,1667,0,2
2.550288417s,1.451195157s,7m21.874896957s,1255,0,2
2.581766923s,1.193480872s,7m15.557125713s,1355,0,2
3.016008166s,1.491193735s,7m8.99546708s,1431,0,2
2.54514122s,1.426720778s,6m24.129664023s,2003,0,2
2.882392041s,1.298336842s,4m58.88275377s,3143,0,2
2.450678889s,1.011893785s,1m44.771006108s,5715,0,2
3.04098047s,1.362869671s,8m50.053075345s,103,0,2
2.485862534s,1.042344397s,8m22.477830447s,447,0,2
2.363673805s,1.123061066s,10.501744257s,6959,0,2
2.965046713s,1.396153719s,40.303353327s,6523,0,2
2.615742859s,1.435570126s,2m9.080690606s,5395,0,2
2.528267033s,1.349675309s,1m32.403658308s,5859,0,2
2.671111469s,1.079282266s,2m24.213928242s,5187,0,2
2.660921672s,1.489297362s,5m44.213076571s,2547,0,2
2.806653986s,1.173521518s,5m8.130561834s,3027,0,2
2.645652915s,1.038304736s,2m59.847508556s,4699,0,2
3.034199005s,1.412108766s,1m29.019061871s,5891,0,2
2.850943842s,1.350400749s,3m6.034092461s,4639,0,2
2.818995658s,1.274107494s,3m6.064960327s,4615,0,2
2.753501878s,1.026376369s,8m56.44765898s,31,0,2
2.618885732s,1.22355572s,5m41.183483153s,2579,0,2
2.495707153s,1.311827211s,8m25.326825081s,431,0,2
2.473835047s,1.215727203s,25.31854828s,6735,0,2
2.28720305s,1.002045308s,6m30.566929253s,1947,0,2
3.121445295s,1.308264352s,1m59.509843063s,5519,0,2
2.817662996s,1.088653296s,5m23.107269223s,2807,0,2
2.364099177s,1.006613253s,4m22.789054175s,3635,0,2
2.415775476s,1.152613693s,4m1.057691847s,3915,0,2
2.765752702s,1.341972352s,4m34.779466137s,3447,0,2
2.627221742s,1.311681234s,7m33.90626864s,1087,0,2
2.813792357s,1.208021278s,1m38.321473925s,5783,0,2
2.294619589s,1.155734266s,3m46.23611298s,4115,0,2
2.300359058s,1.138054572s,2m33.395458959s,5047,0,2
2.353593929s,1.324940979s,2m54.129647245s,4767,0,2
3.023087351s,1.376221694s,3m48.536267676s,4059,0,2
2.784884023s,1.457001772s,4m13.299550183s,3731,0,2
2.680631403s,1.125114457s,6m48.347101658s,1711,0,2
2.649930759s,1.223270484s,6m45.459352516s,1743,0,2
2.723318902s,1.010989101s,4m44.027555621s,3343,0,2
2.622076098s,1.382178067s,6m30.184777368s,1951,0,2
2.538318373s,1.243034222s,7m39.9614523s,1023,0,2
3.38220833s,1.484661762s,4m12.700953852s,3727,0,2
