consensusTime,searchTime,onChainTime,seqId,roundId,comId
2.190617473s,1.049959723s,4m22.651525071s,1099,0,0
2.621198509s,1.030070808s,9m53.989092441s,9,0,0
2.491947228s,1.163025615s,4m4.099755111s,1153,0,0
2.637321339s,1.124604599s,9m2.139809721s,178,0,0
2.52114512s,1.030900284s,9m48.083431129s,30,0,0
2.570381029s,1.360888111s,5m49.532324155s,808,0,0
3.004260043s,1.423850561s,7m29.495286793s,472,0,0
2.332041621s,1.23651809s,8m44.091466948s,239,0,0
2.859638084s,1.354372694s,1m39.457766731s,1637,0,0
2.661664483s,1.118317257s,23.456612091s,1889,0,0
2.175354322s,1.07619839s,4m4.416298569s,1157,0,0
2.965400597s,1.455550117s,5m2.048584619s,966,0,0
2.695181079s,1.29595634s,5m11.292547526s,933,0,0
2.725065089s,1.438878128s,4m18.890584122s,1107,0,0
2.733950049s,1.206058114s,1m18.109277374s,1710,0,0
2.954171041s,1.259013683s,4m31.104195812s,1067,0,0
2.405437767s,1.087137086s,9m26.831885908s,94,0,0
2.519280946s,1.139002005s,8m37.660863988s,254,0,0
2.767172511s,1.433762081s,3m39.971554038s,1238,0,0
3.002122438s,1.430031757s,4m15.607329035s,1112,0,0
2.809622589s,1.388588982s,7m23.610913777s,496,0,0
2.418707399s,1.3145618s,1m24.481529529s,1687,0,0
2.65409922s,1.394049039s,7m11.551824107s,536,0,0
2.336738512s,1.170614863s,1m33.649883982s,1658,0,0
2.556756755s,1.298691665s,1m52.248455164s,1599,0,0
2.585083385s,1.257199897s,7m5.543155001s,554,0,0
2.830939559s,1.20844045s,8m46.732347632s,221,0,0
2.639478024s,1.472347808s,2m45.896778862s,1411,0,0
2.913128579s,1.437775953s,2m15.901683758s,1520,0,0
2.717727927s,1.201045353s,2m39.546617232s,1432,0,0
2.843214853s,1.289708548s,9m50.854660182s,11,0,0
2.497551964s,1.432824087s,5m32.04676469s,867,0,0
2.439212815s,1.364135461s,1m9.071124898s,1740,0,0
2.59460324s,1.443948906s,9m14.177432387s,133,0,0
2.547121906s,1.124516619s,4m28.273432868s,1078,0,0
2.358552092s,1.016501568s,17.623423323s,1906,0,0
2.720576083s,1.360600271s,3m43.064463897s,1222,0,0
2.221321143s,1.088455565s,3m37.460679033s,1249,0,0
2.694139773s,1.210020298s,4m40.426906867s,1034,0,0
2.603232935s,1.470408396s,5m37.749033949s,848,0,0
3.170388459s,1.454111055s,2m42.26413519s,1429,0,0
2.828028014s,1.482426342s,2m45.707558009s,1419,0,0
2.990315396s,1.243673592s,3m39.746630432s,1239,0,0
2.586224772s,1.332077727s,3m58.186312853s,1178,0,0
2.848869626s,1.480393396s,2m7.037776726s,1544,0,0
2.632436874s,1.36201467s,6m1.400375264s,768,0,0
2.969411932s,1.213845854s,6m58.949288315s,577,0,0
2.458973063s,1.056536419s,6m4.6226405s,760,0,0
2.552176187s,1.266858166s,2m22.165105157s,1492,0,0
2.481993303s,1.46896655s,8m25.690016175s,292,0,0
2.432103752s,1.250656322s,8m47.143021269s,227,0,0
2.345589303s,1.25665766s,32.515840838s,1852,0,0
2.785976602s,1.289564284s,7m51.073911139s,410,0,0
2.342051463s,1.010190795s,5m23.608784762s,900,0,0
3.139181544s,1.428158954s,8m46.424304696s,226,0,0
2.614747582s,1.146839236s,8.451716495s,1935,0,0
2.75613918s,1.456022791s,8m19.417243912s,319,0,0
2.615358615s,1.358474028s,3m52.170083574s,1194,0,0
2.804085061s,1.45470619s,3m9.773037084s,1333,0,0
2.614738652s,1.470265796s,5m52.420548032s,798,0,0
2.466226243s,1.232391554s,26.783608901s,1877,0,0
2.967673102s,1.301095006s,8m0.364129856s,377,0,0
2.405974527s,1.171913499s,5m49.712631105s,805,0,0
2.320463794s,1.150423129s,7m33.36732381s,466,0,0
2.377070574s,1.117362539s,3m28.070509147s,1277,0,0
3.196658211s,1.451867099s,6m22.450434017s,695,0,0
2.8985601s,1.240723142s,11.077976423s,1930,0,0
2.643168167s,1.383102284s,1m21.354775215s,1698,0,0
2.645046498s,1.396012873s,6m41.275876012s,635,0,0
2.107175336s,1.024083326s,4m1.698954382s,1168,0,0
2.657511103s,1.486042706s,9m23.449937428s,106,0,0
2.965884769s,1.241047676s,2m42.485571407s,1427,0,0
2.722367513s,1.152221333s,6m47.273789534s,611,0,0
3.011428745s,1.484345372s,8m58.55419637s,181,0,0
3.272862599s,1.499548914s,8m40.200220003s,250,0,0
2.967737194s,1.119921735s,3m48.843128562s,1205,0,0
2.686768752s,1.153494108s,3m3.773568196s,1358,0,0
2.301127292s,1.126063112s,3m40.453140349s,1235,0,0
2.654138378s,1.437763422s,6m25.983999219s,681,0,0
2.127073614s,1.063536074s,2m52.364772053s,1394,0,0
2.325777344s,1.244832767s,47.521347787s,1810,0,0
2.279768983s,1.080679759s,6m50.89075945s,605,0,0
2.516844377s,1.198717725s,2m54.881247688s,1389,0,0
2.736672692s,1.296674739s,3m27.714135582s,1274,0,0
2.327275766s,1.033022661s,7m57.820512011s,383,0,0
2.642203264s,1.367250279s,7m20.58456821s,504,0,0
2.26174196s,1.094195756s,7m51.614972123s,405,0,0
2.408959078s,1.001310621s,6m16.79745761s,716,0,0
3.055041997s,1.340059996s,4m9.748818474s,1133,0,0
2.53710435s,1.192974144s,4m12.969800255s,1124,0,0
2.841101822s,1.262740528s,3m9.753019621s,1335,0,0
2.775201206s,1.226995268s,8m0.560286419s,372,0,0
2.897238867s,1.413016535s,5m58.059202417s,773,0,0
2.161187139s,1.002074408s,6m41.758062899s,636,0,0
2.835578643s,1.211363086s,1m24.068439682s,1689,0,0
2.48631219s,1.096843098s,6m7.712740232s,750,0,0
2.219657869s,1.060541748s,5m46.979223767s,813,0,0
2.865344013s,1.407086032s,4m9.937723947s,1134,0,0
2.190860102s,1.057078162s,7m3.071519777s,565,0,0
2.668152715s,1.351052709s,1m11.90329901s,1724,0,0
2.437776383s,1.119009019s,9m36.454661283s,64,0,0
2.354787254s,1.023083156s,7m30.162123556s,475,0,0
2.359121525s,1.071900653s,4m7.263032624s,1145,0,0
2.40890133s,1.111402511s,35.441509388s,1844,0,0
2.480234326s,1.083802231s,7m11.728774737s,531,0,0
2.585466118s,1.297029844s,7m23.838764275s,494,0,0
3.275017343s,1.414930809s,2m21.458778288s,1500,0,0
2.870722716s,1.298717445s,1m51.93922277s,1593,0,0
2.471935229s,1.334573863s,4m40.665480979s,1035,0,0
2.413620908s,1.109573634s,2m19.04561896s,1507,0,0
2.439162049s,1.037061608s,41.281451171s,1824,0,0
2.69989579s,1.462939043s,8m28.330396448s,286,0,0
3.068214547s,1.280096095s,1m29.906773539s,1663,0,0
2.189740888s,1.108164312s,1m55.764072818s,1588,0,0
2.839473904s,1.236724383s,2.118061311s,1960,0,0
2.480554339s,1.031607207s,5m34.969902421s,851,0,0
2.516047543s,1.166953759s,2m16.317864641s,1511,0,0
2.610296067s,1.215007921s,2m18.848265007s,1501,0,0
2.860483334s,1.239069534s,1m55.093849643s,1583,0,0
2.641839104s,1.225063952s,1m33.347685108s,1655,0,0
2.314110452s,1.00081399s,8m37.882407128s,259,0,0
2.309575677s,1.171690425s,2m4.746789488s,1558,0,0
2.485178781s,1.267822414s,8m25.70379158s,296,0,0
2.425764828s,1.348850675s,9m39.538293737s,58,0,0
2.665026486s,1.454821018s,1m33.326148237s,1651,0,0
2.750200929s,1.301374319s,1m39.583028626s,1635,0,0
2.454480504s,1.097092478s,2m31.242585539s,1462,0,0
2.973853441s,1.325410041s,1m26.903627555s,1674,0,0
2.735725461s,1.438021616s,7m17.652083241s,519,0,0
2.269731198s,1.097117825s,1m55.681592262s,1586,0,0
2.743337572s,1.340248478s,3m0.808877893s,1361,0,0
2.209310448s,1.019762714s,1m15.51001992s,1716,0,0
2.812207115s,1.200485226s,5m43.282758672s,827,0,0
3.226365972s,1.457268961s,4m21.633667561s,1093,0,0
2.622684231s,1.219138328s,6m13.660042593s,727,0,0
2.54170223s,1.118973145s,5m32.019277615s,866,0,0
2.810951169s,1.194027351s,5m17.106204614s,914,0,0
2.210892857s,1.144633548s,7m51.665142894s,406,0,0
2.818568595s,1.427778128s,5m23.149511266s,891,0,0
2.325764979s,1.140032272s,50.542749543s,1799,0,0
2.758778673s,1.355874031s,8m43.682302672s,236,0,0
2.921241944s,1.354324266s,5m49.195570704s,807,0,0
2.769405231s,1.001698862s,4m24.982579916s,1085,0,0
2.945170525s,1.05755904s,6m25.692181959s,685,0,0
2.764171015s,1.08476504s,3m12.678208267s,1330,0,0
2.720947568s,1.027560382s,8m16.422553427s,325,0,0
2.418288189s,1.057834364s,5m29.465104989s,874,0,0
2.742225402s,1.237878996s,5m43.352604941s,824,0,0
2.873830497s,1.296256914s,8m6.656479679s,355,0,0
2.540046761s,1.049839942s,5m40.578864961s,838,0,0
3.029086063s,1.487993764s,8m6.501201715s,354,0,0
2.284777505s,1.239056629s,6m44.63361057s,627,0,0
2.938712291s,1.420612363s,2m45.613957428s,1420,0,0
2.731132025s,1.294820495s,50.137195439s,1798,0,0
2.644618384s,1.317560506s,41.074798127s,1823,0,0
2.840203647s,1.322009503s,6m35.01946214s,653,0,0
2.407136468s,1.128860713s,1m58.39164623s,1580,0,0
2.679521882s,1.269101531s,3m18.530112778s,1305,0,0
3.035839129s,1.438008367s,6m28.640920836s,674,0,0
2.392925136s,1.066060362s,6m41.528695136s,640,0,0
2.604817306s,1.163275253s,3m49.206301498s,1210,0,0
2.956877649s,1.44929151s,1m33.035819217s,1660,0,0
2.265435963s,1.112601861s,7m20.963546872s,505,0,0
2.98363921s,1.493110854s,1m33.009022461s,1657,0,0
2.418082915s,1.225024825s,2m19.044223336s,1509,0,0
2.81230855s,1.371058992s,9m47.810104618s,22,0,0
2.459861295s,1.255513092s,32.418568112s,1851,0,0
2.337447778s,1.164503909s,7m42.388284286s,434,0,0
2.388472484s,1.08636084s,3m58.401143672s,1177,0,0
2.773740479s,1.478811954s,9m17.07361044s,130,0,0
2.26566016s,1.15741086s,2m58.225699405s,1380,0,0
2.664366339s,1.105460355s,3m21.734706841s,1293,0,0
3.073261984s,1.360068548s,8m34.195595127s,263,0,0
2.764820702s,1.402093464s,9m23.343706445s,110,0,0
2.647945492s,1.05656568s,8m55.903049164s,199,0,0
2.489746801s,1.051872729s,4m40.649126267s,1038,0,0
2.575359572s,1.480138029s,7m29.946956086s,478,0,0
3.238516852s,1.49426986s,6m19.209772554s,701,0,0
2.501643808s,1.36554607s,2m22.235704763s,1498,0,0
2.503052764s,1.393465326s,2m51.992107457s,1391,0,0
2.679205699s,1.432890535s,9m53.952932357s,6,0,0
2.646522655s,1.420467233s,3m40.113038863s,1240,0,0
2.719617284s,1.146762944s,56.367715154s,1775,0,0
2.486712649s,1.178590614s,4m59.467083694s,975,0,0
3.19760486s,1.450570989s,7m23.231067298s,500,0,0
2.613039838s,1.107652764s,4m28.229498485s,1079,0,0
2.436649132s,1.066233208s,6m56.535708794s,589,0,0
2.962091179s,1.103608537s,4m21.902685852s,1096,0,0
2.956717922s,1.412948065s,3m33.904052995s,1255,0,0
2.634921247s,1.290672967s,9m36.261982419s,68,0,0
2.386397235s,1.167347794s,3m31.088459738s,1267,0,0
2.639479576s,1.161007935s,2m48.876491656s,1406,0,0
2.559328639s,1.322092171s,2m24.984485608s,1490,0,0
2.373626143s,1.071683856s,5m17.548928151s,912,0,0
2.359312547s,1.098365234s,6m50.813975232s,609,0,0
2.588273237s,1.412933317s,9m42.376305068s,49,0,0
2.519133893s,1.376059368s,2m46.039817059s,1415,0,0
2.429172471s,1.236436576s,7m17.962572773s,511,0,0
2.883693557s,1.459235519s,8m19.31217053s,313,0,0
2.752317563s,1.193949788s,5m34.701472785s,854,0,0
3.165712177s,1.48803623s,6m34.700433611s,656,0,0
3.053811097s,1.401695212s,9m38.91432207s,57,0,0
2.583557306s,1.081339892s,1m55.37356438s,1585,0,0
2.676055864s,1.454078721s,1m55.289697459s,1582,0,0
2.343535746s,1.074454429s,7m36.276798712s,459,0,0
2.812953025s,1.331639202s,5m52.239425879s,791,0,0
2.654888568s,1.150194732s,9m29.664040907s,86,0,0
2.819409451s,1.345020804s,9m5.01560664s,164,0,0
2.335829176s,1.304092195s,1m24.572870149s,1690,0,0
2.713242969s,1.202384771s,35.145910824s,1845,0,0
2.825412247s,1.494746488s,6m53.181161246s,593,0,0
2.412160497s,1.276377401s,6m4.695845573s,758,0,0
2.682569777s,1.230374898s,4m34.644665574s,1059,0,0
2.629346174s,1.406368648s,3m43.177979233s,1223,0,0
2.786891267s,1.474765472s,5m5.185518911s,958,0,0
3.040150332s,1.386117959s,5m22.937150763s,898,0,0
2.3569373s,1.037121561s,7m48.406070006s,414,0,0
2.435691208s,1.176771745s,6m53.574674549s,598,0,0
2.389545585s,1.051279495s,3m58.412036657s,1173,0,0
2.640155601s,1.345568082s,3m18.5821276s,1308,0,0
2.309621099s,1.241530477s,4m25.456951428s,1082,0,0
2.559070495s,1.075451397s,5m11.457374957s,932,0,0
2.666311103s,1.194362245s,2m48.856200655s,1401,0,0
2.940474244s,1.272540386s,5m11.076167766s,935,0,0
2.62384253s,1.380093907s,9m11.060177179s,147,0,0
2.510196321s,1.267892821s,7m39.003519265s,441,0,0
2.813127619s,1.252542881s,4m22.057910589s,1097,0,0
2.429079847s,1.111076281s,7m26.94133105s,486,0,0
2.798683572s,1.017554171s,4m3.821899059s,1155,0,0
2.807237412s,1.126045486s,5m46.403163991s,811,0,0
2.208840607s,1.039207604s,9m30.11698012s,82,0,0
3.046744398s,1.497479954s,8m19.156211844s,311,0,0
2.557882387s,1.010620321s,2m10.363760451s,1540,0,0
2.48915452s,1.04245511s,4m1.329498015s,1169,0,0
2.910434076s,1.487239433s,3m0.653928549s,1366,0,0
2.526647739s,1.175660526s,3m46.246779432s,1213,0,0
2.678952698s,1.484367401s,2m22.068846906s,1491,0,0
2.694481257s,1.020026118s,6m7.518417708s,745,0,0
2.531009246s,1.328311482s,6m16.689084039s,719,0,0
2.747236877s,1.2014152s,6m13.547664057s,721,0,0
2.666040577s,1.17779495s,1m36.57370609s,1642,0,0
3.011093264s,1.48667713s,7m23.425749694s,492,0,0
2.941694351s,1.353448399s,6m56.037957335s,582,0,0
2.657723762s,1.492084373s,2m42.807156911s,1421,0,0
2.632388479s,1.319008269s,59.699452218s,1769,0,0
3.325698717s,1.49701461s,7m1.949100771s,566,0,0
2.450400076s,1.306699798s,8m7.093404354s,358,0,0
2.624417809s,1.424438391s,4m59.326922138s,971,0,0
2.278038828s,1.057693175s,1m21.730473352s,1693,0,0
2.693817182s,1.096703307s,1m2.64414988s,1752,0,0
2.761678864s,1.489626223s,4m49.751954302s,1003,0,0
3.147323635s,1.355121129s,9m26.120651053s,96,0,0
2.929252318s,1.29856619s,8m37.280980451s,260,0,0
2.667599405s,1.086013698s,3m7.098103514s,1345,0,0
2.562821382s,1.215674228s,3m7.202854962s,1347,0,0
2.130263633s,1.000961315s,6m23.532547557s,696,0,0
2.607281164s,1.402913463s,2m31.10126848s,1468,0,0
2.586170464s,1.382005733s,1m27.303866645s,1677,0,0
2.661399882s,1.12640494s,9m20.42109305s,114,0,0
2.352742108s,1.078146187s,8m50.373612005s,211,0,0
2.602696282s,1.398752728s,5m17.326732516s,917,0,0
2.60487211s,1.45967881s,6m19.85284294s,704,0,0
2.564708532s,1.015067658s,7m2.710370409s,568,0,0
2.526904657s,1.107492869s,5m40.609635258s,836,0,0
2.696555641s,1.350761188s,9m53.948911278s,8,0,0
2.57616469s,1.136575866s,1m30.417918526s,1670,0,0
2.699198459s,1.079815525s,9m5.142719838s,167,0,0
2.553948297s,1.199678862s,4m12.968264626s,1127,0,0
2.958226879s,1.359057619s,3m27.507191343s,1276,0,0
3.098405441s,1.404769013s,1m29.892126258s,1667,0,0
2.616903909s,1.098294421s,7m29.916736212s,480,0,0
2.715497894s,1.217035343s,1m58.100959171s,1577,0,0
2.890393732s,1.36141748s,8m3.625976794s,368,0,0
2.714457485s,1.411901528s,7m11.509358918s,534,0,0
2.851039568s,1.364175098s,3m12.608691679s,1325,0,0
2.403872267s,1.135533003s,7m42.33660006s,438,0,0
2.692421421s,1.18477187s,8m40.79246601s,242,0,0
2.722301976s,1.16125023s,1m58.093959341s,1575,0,0
2.760772473s,1.401037414s,8m53.15702026s,204,0,0
2.988880577s,1.435023006s,3m54.893588263s,1188,0,0
2.364210557s,1.238504042s,8m56.204061595s,194,0,0
2.510127321s,1.2051875s,7m57.651292648s,389,0,0
3.060051398s,1.472863359s,8m22.382530778s,305,0,0
2.259232058s,1.086544454s,1m40.089399778s,1631,0,0
2.844983216s,1.385340939s,9m23.279653366s,103,0,0
2.734732285s,1.245580667s,3m55.150127762s,1183,0,0
2.657644693s,1.166943759s,4m15.971836491s,1114,0,0
2.435193463s,1.036620568s,2m37.102361209s,1444,0,0
2.365774898s,1.056495356s,9m23.758665801s,102,0,0
2.546704491s,1.16638415s,6m13.749308651s,722,0,0
2.548814186s,1.260073845s,2m22.202304993s,1499,0,0
2.443768572s,1.006860053s,2m19.032189208s,1506,0,0
2.727687389s,1.193325636s,2m22.021080067s,1497,0,0
2.533016049s,1.237366547s,2m16.313628363s,1512,0,0
2.326515459s,1.274248182s,1m21.685492323s,1696,0,0
3.117454985s,1.394360268s,9m13.686318949s,134,0,0
2.319889384s,1.037250808s,1m58.498185656s,1574,0,0
2.740010314s,1.500096325s,8m25.462859316s,293,0,0
2.672535134s,1.18403392s,6m38.122540255s,650,0,0
2.567827308s,1.001163863s,8m3.947622139s,366,0,0
2.771102419s,1.458828267s,9m7.992045235s,155,0,0
2.909238938s,1.131069385s,4m49.605229713s,1010,0,0
2.862909337s,1.468779714s,3m18.363713446s,1309,0,0
2.760197149s,1.468489934s,5m8.173369093s,945,0,0
2.610349412s,1.178622767s,5m52.446526909s,800,0,0
2.842614727s,1.041026484s,4m6.796323329s,1142,0,0
2.815104934s,1.424831357s,3m15.545705484s,1319,0,0
2.410500193s,1.026391378s,4m43.860045011s,1029,0,0
2.901478418s,1.298273083s,6m13.393576186s,726,0,0
2.702015252s,1.327818224s,9m23.421827779s,104,0,0
2.863015189s,1.454021671s,3m0.704917363s,1368,0,0
2.436058375s,1.051023966s,2m43.031123141s,1425,0,0
2.981724833s,1.472627257s,44.008595652s,1815,0,0
2.231279881s,1.052151673s,4m19.419320271s,1106,0,0
2.678471675s,1.143317023s,4m37.648850564s,1047,0,0
2.812952473s,1.425098655s,7m23.628087891s,495,0,0
2.957065515s,1.181310952s,1m48.738153196s,1606,0,0
2.813811719s,1.115028315s,8m9.977677112s,346,0,0
2.461053207s,1.325993671s,6m56.522714487s,587,0,0
2.308273562s,1.129002176s,9m36.600784887s,66,0,0
2.625195618s,1.238163391s,6m56.358495776s,584,0,0
2.916961267s,1.232845604s,2m4.155049453s,1551,0,0
3.047316732s,1.312001533s,1m45.578539094s,1615,0,0
2.418785498s,1.087389344s,5m40.720036093s,840,0,0
2.424297082s,1.330587851s,3m15.940171481s,1313,0,0
2.696324627s,1.117012134s,4m22.179635746s,1100,0,0
2.64480244s,1.393193352s,8m34.640265984s,270,0,0
2.38690928s,1.094835426s,5.749561993s,1948,0,0
2.464551762s,1.179878503s,7m17.940231625s,514,0,0
2.427358072s,1.123546026s,3m4.050773308s,1353,0,0
2.622579009s,1.437994036s,4m4.004079308s,1154,0,0
3.028379969s,1.385025492s,9m4.813321738s,166,0,0
3.009656304s,1.247006556s,2m12.927736981s,1522,0,0
2.955283903s,1.266027628s,2m12.982317677s,1528,0,0
3.057954146s,1.19931255s,9m16.808053781s,124,0,0
2.725399153s,1.273790171s,50.164359409s,1796,0,0
2.36382625s,1.070506156s,6m41.573380707s,633,0,0
2.771248404s,1.375532261s,5m8.168062256s,943,0,0
3.133451023s,1.466059401s,1m20.881230756s,1697,0,0
2.61166775s,1.255687886s,9m11.079297887s,146,0,0
2.552128299s,1.122771285s,6m1.505020624s,765,0,0
2.644890927s,1.114812289s,9m29.687540782s,85,0,0
2.760186019s,1.023327618s,5m52.299627643s,797,0,0
2.733235135s,1.327161475s,3m15.632983805s,1311,0,0
3.278403747s,1.415031474s,7m53.894845241s,396,0,0
2.684257005s,1.477062265s,1m33.324609827s,1654,0,0
2.99269911s,1.477654266s,1m45.634831109s,1611,0,0
2.430102505s,1.294009299s,8m25.777714973s,300,0,0
2.790056518s,1.220766035s,7m20.454719498s,510,0,0
2.807151644s,1.306520045s,5m26.323624793s,890,0,0
2.497795972s,1.089334365s,5m23.489433646s,897,0,0
2.747075521s,1.283964201s,3m58.061447016s,1171,0,0
2.767567718s,1.40240192s,8m43.692931403s,231,0,0
2.740921868s,1.118388672s,9m10.949803984s,144,0,0
2.786586486s,1.235617049s,2m33.753954336s,1459,0,0
2.78384023s,1.400180851s,4m6.857943862s,1146,0,0
2.324890496s,1.001649824s,2m52.186383443s,1398,0,0
2.59180348s,1.088943427s,3m52.229529285s,1193,0,0
2.726512361s,1.342038413s,6m10.616353812s,739,0,0
2.680319187s,1.206793579s,4m28.176629637s,1073,0,0
2.649320757s,1.323427858s,1m30.345661617s,1669,0,0
3.150470579s,1.480429812s,7m8.1519272s,543,0,0
2.540526766s,1.060091356s,9m42.437572891s,42,0,0
2.833580301s,1.426191924s,59.50447679s,1763,0,0
2.89383609s,1.39607257s,3m39.880080183s,1232,0,0
2.592707568s,1.139646607s,8m16.570712893s,324,0,0
2.144393418s,1.043761836s,5m35.323876626s,860,0,0
3.053469096s,1.36841699s,1m17.827905352s,1704,0,0
2.666787857s,1.213615167s,8m13.286746441s,338,0,0
2.14156566s,1.053320767s,1m52.686528825s,1591,0,0
2.923165881s,1.475218779s,9m7.843377424s,151,0,0
2.828061934s,1.387425221s,4m18.824167426s,1104,0,0
3.245540614s,1.443594128s,4m34.095936401s,1051,0,0
2.330389s,1.255160847s,7m15.113060415s,525,0,0
2.367926366s,1.176789042s,1m39.985842855s,1632,0,0
3.100533993s,1.333096111s,5m46.11737173s,814,0,0
2.801972556s,1.254089974s,2m4.27245436s,1556,0,0
2.781624782s,1.264664971s,4m49.738631949s,1007,0,0
2.316330916s,1.092687783s,3m55.571295811s,1181,0,0
2.533099327s,1.343065633s,6m10.81033169s,733,0,0
2.400057974s,1.334453367s,26.872786992s,1875,0,0
2.368861801s,1.115267794s,2m7.554567627s,1547,0,0
2.715556837s,1.454589616s,7m14.728103116s,522,0,0
2.411794099s,1.192010935s,5.732705622s,1942,0,0
2.272259064s,1.135055448s,7m3.009106857s,561,0,0
3.060420955s,1.354491939s,3m0.511558435s,1362,0,0
3.082805731s,1.434045239s,4m27.774560415s,1080,0,0
2.806378989s,1.423660911s,5m8.133636369s,944,0,0
2.847658764s,1.243767269s,1m57.97388571s,1578,0,0
2.599318953s,1.122970044s,5m40.542404428s,833,0,0
2.587813213s,1.486103209s,8m22.857841354s,303,0,0
2.318257448s,1.148236226s,7m33.390352242s,467,0,0
2.985501619s,1.490307928s,7m8.318575565s,545,0,0
2.545568782s,1.253199759s,5m40.598059433s,837,0,0
2.879253369s,1.262143638s,8m49.854970168s,216,0,0
2.364734844s,1.264238738s,4m37.964715585s,1048,0,0
2.70788469s,1.445282269s,2m1.437931454s,1567,0,0
2.566847354s,1.030715935s,7m23.87697069s,499,0,0
2.638626333s,1.323116906s,5m26.493152928s,884,0,0
2.915968161s,1.448023752s,9m29.417763794s,84,0,0
2.993833404s,1.294331105s,9m41.985091587s,41,0,0
2.869862068s,1.462248713s,6m10.474141695s,740,0,0
2.095864367s,1.066811542s,5m52.964834738s,794,0,0
2.645494964s,1.153291297s,6m16.581374651s,715,0,0
2.976481697s,1.463908062s,1m36.270270369s,1641,0,0
2.802913717s,1.439843895s,56.302363878s,1780,0,0
2.688306724s,1.285425041s,9m45.131703886s,39,0,0
2.314112478s,1.13505243s,7m30.225476599s,477,0,0
2.949543768s,1.30405752s,3m30.543473861s,1264,0,0
3.055010312s,1.327055825s,3m39.7228249s,1231,0,0
